epoch,lr,train_loss,train_ce,train_hav_m,train_coarse_acc,val_raw_mean_m,val_raw_median_m,val_coarse_acc,val_acc100_pct,val_acc1km_pct,early_stopped
13,0.0002808807762605659,0.7504625983416715,0.7924047617670049,3612.505677901487,64.90641711229947,3850.5300678818503,3456.2437744140625,61.41522029372497,0.0,6.809078771695594,0
14,0.0002779033926448961,0.73905077066651,0.7711513130900695,3588.251938111004,65.77540106951871,3920.2920091015317,3643.469482421875,59.07877169559412,0.13351134846461948,6.074766355140187,0
15,0.00027472886836476667,0.7184733582690438,0.7443025574327152,3506.269381762826,68.32386363636364,4026.1750061687067,3650.77197265625,57.009345794392516,0.13351134846461948,6.5420560747663545,0
16,0.0002713620983065234,0.6959583125012444,0.7130067132532916,3422.9634539762283,69.20955882352942,3840.3235830044714,3423.4696044921875,59.012016021361816,0.06675567423230974,5.941255006675568,0
17,0.0002678082737855677,0.6738369633010365,0.6798924677034113,3348.9996990673044,71.22326203208557,3972.976068130004,3524.8690185546875,55.80774365821095,0.13351134846461948,8.277703604806408,0
18,0.00026407287454172464,0.6564516084079437,0.6527546128646575,3294.5812420360544,72.69385026737967,3932.7726949735065,3476.47607421875,55.941255006675576,0.0,6.074766355140187,0
19,0.00026016166028988106,0.6343477932527104,0.6137108331058114,3240.5287446210727,74.10594919786097,3868.318796613665,3414.428466796875,58.61148197596796,0.06675567423230974,7.543391188251001,0
20,0.0002560806618389228,0.6083317493053682,0.5759243394601792,3149.683364623371,75.62667112299465,3811.1012084105305,3350.626220703125,60.547396528704944,0.0,6.608811748998665,0
21,0.00025183617179266464,0.5958820763915618,0.5531582094051621,3121.823193881601,77.18917112299465,3864.111393812661,3361.29931640625,57.87716955941254,0.13351134846461948,6.942590120160213,0
22,0.00024743473484711105,0.566715680660411,0.5068233155391433,3033.2195372555984,79.2697192513369,3778.593219021134,3306.9443359375,59.612817089452605,0.20026702269692925,6.942590120160213,0
23,0.00024288313769900958,0.5474811935807294,0.4784238255996118,2967.597120315633,80.75701871657755,3885.4661604228104,3466.1373291015625,55.874499332443264,0.13351134846461948,8.144192256341789,0
24,0.00023818839858125634,0.5203704440338727,0.43878316504751297,2873.8097530915775,82.26102941176471,3785.867686367162,3216.7220458984375,59.612817089452605,0.13351134846461948,8.277703604806408,0
25,0.00023335775644128936,0.498454013689954,0.3992148608686452,2823.0671775124288,84.57553475935828,3787.4117297998896,3266.4102783203125,59.74632843791722,0.06675567423230974,8.210947930574099,0
26,0.00022839865977915654,0.47303638922020713,0.3583543006390493,2747.4555125517004,85.96256684491979,3866.617542862733,3244.9952392578125,59.612817089452605,0.20026702269692925,8.210947930574099,0
27,0.00022331875516246844,0.4551671335403932,0.336706181778946,2670.705443683155,86.7312834224599,3965.2052069487017,3382.102783203125,56.408544726301734,0.0,6.742323097463284,0
28,0.00021812587543594507,0.4370753266275885,0.3016008746456654,2636.9580894103024,88.21858288770053,3770.743907579593,3247.5767822265625,59.94659546061415,0.13351134846461948,9.813084112149532,0
29,0.00021282802764373737,0.41697109327278037,0.2720471116749042,2567.935345818015,89.73094919786097,3811.1049361795544,3242.5352783203125,58.2109479305741,0.0,9.813084112149532,0
30,0.00020743338068314525,0.40007030358289014,0.2462631609928321,2513.041926909258,90.59157754010695,3711.7223598928413,3094.229736328125,60.08010680907877,0.06675567423230974,11.615487316421897,0
31,0.00020195025270877012,0.38955740391570615,0.23178806649969225,2473.6847609249667,91.13469251336899,3766.5362539456905,3159.1595458984375,58.87850467289719,0.06675567423230974,9.212283044058744,0
32,0.00019638709830652342,0.37115758705266655,0.20413538289659802,2412.528566085081,92.27105614973262,3736.5735383995066,3109.1934814453125,60.34712950600801,0.0,10.213618157543392,0
33,0.00019075249545726794,0.362844731240349,0.19336306108510432,2379.1624990861046,92.75568181818183,3842.4779129232043,3288.675537109375,60.01335113484646,0.13351134846461948,9.145527369826436,0
34,0.0001850551323101931,0.349641346357723,0.17531670101066643,2329.28883043585,93.40741978609626,3790.645929084442,3120.63671875,60.01335113484646,0.13351134846461948,9.546061415220294,0
35,0.0001793037937863185,0.34028785317179994,0.16465148241084845,2286.893784793303,93.91711229946524,3910.324603884179,3278.7318115234375,57.07610146862483,0.06675567423230974,8.277703604806408,0
36,0.00017350734803278268,0.3310522831139717,0.15174157972781258,2252.9637154155876,94.3432486631016,3840.0976089915544,3238.5850830078125,57.07610146862483,0.06675567423230974,9.212283044058744,0
37,0.0001676747327488028,0.31395053042766247,0.1272515517505095,2192.0825348716367,95.2707219251337,3681.7156786186515,2977.2200927734375,62.149532710280376,0.13351134846461948,11.014686248331108,0
38,0.0001618149414043904,0.3069617859421567,0.11893887662971243,2161.5519210081047,95.5965909090909,3844.8865896716457,3130.831298828125,58.61148197596796,0.0,10.213618157543392,0
39,0.0001559370093730724,0.2972214421566157,0.10785962857634705,2117.313219366227,96.27339572192514,3739.2644081319445,3066.979736328125,61.41522029372497,0.0,9.946595460614152,0
40,0.00015005000000000004,0.29479303983921673,0.1080630117900331,2096.3985860080006,96.06450534759358,3725.860098479746,3078.2734375,59.94659546061415,0.06675567423230974,9.412550066755674,0
41,0.00014416299062692774,0.2867060310859731,0.0961693434124404,2068.6524005420706,96.54077540106952,3810.4266405551234,3121.45703125,59.612817089452605,0.0,9.879839786381844,0
42,0.0001382850585956097,0.27974154553152025,0.08899023791869734,2034.545383718562,96.84993315508021,3843.114614015587,3310.4957275390625,58.47797062750334,0.0,9.345794392523365,0
43,0.0001324252672511973,0.27610320486327544,0.09013263814470028,2000.4178731173754,96.77473262032086,3814.777137629021,3151.57861328125,59.41255006675568,0.06675567423230974,11.748998664886514,0
44,0.00012659265196721746,0.26112465879177665,0.06707118459314824,1952.4681696764287,97.80247326203208,3793.335194749412,3112.60986328125,59.67957276368492,0.13351134846461948,10.14686248331108,0
TEST,0,0,0,0,0,3654.6468370140756,3033.322509765625,59.118236472945895,0.06680026720106881,12.758851035404142,0
